palabra_A,palabra_B,vector_inicial_hash,trayectoria,palabra_final_mas_cercana,distancia_geometrica,tipo_resultado
champanes,ardiais,25ae0d64,25ae0d64..bf4d85e3,arepitas,1.3722,nuevo_atractor
desesperado,avinagrabais,56ceba1e,56ceba1e..46b6c7a6,contrahago,1.5525,nuevo_atractor
cajonera,chascaria,b864f93c,b864f93c..27d4c06e,solventan,0.8091,nuevo_atractor
escopeteara,paralelaron,00a4e5a1,00a4e5a1..983ebc18,aprestigien,0.5067,nuevo_atractor
reamara,desfasaban,2112d6de,2112d6de..694fa667,chuchoqueases,0.7428,nuevo_atractor
derrabando,reedificador,d4b61c13,d4b61c13..c6f7f48a,acensuaran,0.9588,nuevo_atractor
antepie,manigueras,64e6aa8a,64e6aa8a..b8caacf7,aprestigien,0.6174,nuevo_atractor
panicula,henificadas,21a2b027,21a2b027..4c9754c2,vitrificada,1.2991,nuevo_atractor
autenticamos,desaprenso,41068b91,41068b91..74c4b1ad,anticatodo,0.6316,nuevo_atractor
banzon,saciadas,b147e17f,b147e17f..b7b68cd4,carteleros,1.2184,nuevo_atractor
unturas,entrecoger,c4266f0e,c4266f0e..42cbcbc9,coyundadas,1.6254,nuevo_atractor
buceas,astringian,e45134de,e45134de..d8749619,isogeotermas,0.7243,nuevo_atractor
malenseñaren,huachanos,19fc7f7b,19fc7f7b..4979266e,titeis,1.0840,nuevo_atractor
sepultaran,fratachabamos,5937148e,5937148e..e33ddf74,restablecere,1.2926,nuevo_atractor
efigiaban,enhuerar,05e280a2,05e280a2..af9725ff,promano,0.8704,nuevo_atractor
replantarian,desacertaste,f56818a3,f56818a3..5bf42e47,solistas,1.6055,nuevo_atractor
baño,desinfectaras,5b845ea9,5b845ea9..693d159f,empadronasteis,0.4798,nuevo_atractor
finable,embusteariais,74a973b7,74a973b7..c9537b56,baremo,1.6118,nuevo_atractor
nevabais,arruta,af8acd1e,af8acd1e..7fac7ac3,infartaren,1.5801,nuevo_atractor
ahornague,jacoibo,46fecaa3,46fecaa3..1fa44b1d,enresmaste,0.7921,nuevo_atractor
metatizada,coloquintidas,3118e5e2,3118e5e2..6c4aa81a,desafectaste,0.7732,nuevo_atractor
golosmees,fajareis,9ba7953f,9ba7953f..41d9cc0e,deslastrabais,1.3009,nuevo_atractor
alcayatados,seguid,249643c1,249643c1..29c346d4,desaparecieron,0.8120,nuevo_atractor
confitais,capolarian,a0f8051c,a0f8051c..509a2e47,habrias,0.6629,nuevo_atractor
acensuamos,arrempujaren,4f4a4704,4f4a4704..b2ef3e02,maridaste,1.1780,nuevo_atractor
escobinos,contorneareis,a4e1f402,a4e1f402..2206e60c,enlozara,0.4821,nuevo_atractor
embizcabamos,cascamajares,2fae61ab,2fae61ab..b718ee6f,mustiasteis,1.6892,nuevo_atractor
francmasonerias,remolinasteis,cbda9295,cbda9295..5c156fde,denigres,0.9083,nuevo_atractor
encordaseis,polvearen,959823ad,959823ad..c89adf94,surtidero,0.6619,nuevo_atractor
invalidada,perneo,a45f407e,a45f407e..0d922eb4,compungidas,0.9359,nuevo_atractor
remondara,ahocicadas,f468718e,f468718e..8c0f0e0d,enacere,0.6176,nuevo_atractor
desbordases,sulfurosas,cca7f124,cca7f124..6b4123e9,cimental,0.9947,nuevo_atractor
alcantarilleis,hebillar,376061f1,376061f1..4997aeb9,cobrados,1.3998,nuevo_atractor
embaucares,engorronase,f5dfad4e,f5dfad4e..0f1a68bb,acordemente,0.5709,nuevo_atractor
engarronaran,desgancharias,a825cd4d,a825cd4d..111a5419,rebajan,1.3776,nuevo_atractor
veranean,concadenasemos,bf9996d1,bf9996d1..10c17d14,omaso,0.9561,nuevo_atractor
escarificaras,carbunclo,fa3ae0b6,fa3ae0b6..fb4e3478,inopinable,0.7977,nuevo_atractor
harpia,alechugaste,75da94a7,75da94a7..d14399e9,fatalicemos,1.0165,nuevo_atractor
masaren,contrapasarias,7ea3e334,7ea3e334..2a8c5b40,enconreasen,0.9954,nuevo_atractor
permutaren,descabalgaran,bbc6e6ca,bbc6e6ca..64d44457,maridaste,1.8293,nuevo_atractor
rojearian,ensotemos,18112828,18112828..bbeb7de7,brozara,0.5737,nuevo_atractor
imbricases,separatismo,9902e59a,9902e59a..e7c5f7f3,faltase,1.9339,nuevo_atractor
barbecharemos,atusada,ccd19ebe,ccd19ebe..b77fcbfa,destosiera,0.9988,nuevo_atractor
promitente,citar,35f048ab,35f048ab..415acab9,celemineaseis,1.3647,nuevo_atractor
arrebujarais,clavicimbano,489fbf99,489fbf99..779ee7b5,secad,1.1546,nuevo_atractor
arcinado,hombreeis,ba4ae392,ba4ae392..670b587b,hubieren,1.9942,nuevo_atractor
golletearen,reclamabas,992439ac,992439ac..29b3ca6e,chicharro,0.7334,nuevo_atractor
bordoneareis,escobarian,3a978a18,3a978a18..fae1e8b4,discernais,0.6158,nuevo_atractor
dallada,azucarasemos,85e406da,85e406da..b17fc9b8,franjados,0.6326,nuevo_atractor
litografiare,anomalistico,46c3fd96,46c3fd96..2ccc2efd,diptongada,0.6203,nuevo_atractor
encascabelaria,parasintetico,e132d65c,e132d65c..058188da,embarnizaremos,0.6788,nuevo_atractor
rematasemos,madrigalizareis,ad671367,ad671367..bcec135c,escuadronare,0.9966,nuevo_atractor
senton,regenerareis,846d2e6e,846d2e6e..b0e984d9,asabais,1.0380,nuevo_atractor
emponcharamos,habilindrosas,c69ab253,c69ab253..9fcd97d7,volteada,2.1075,nuevo_atractor
silenciabais,patee,d357307d,d357307d..f4c36e9c,encunetaban,1.4209,nuevo_atractor
interrogaremos,angelizados,10e7837c,10e7837c..f7403270,engredaren,0.5823,nuevo_atractor
personalista,desconectareis,fd2edadf,fd2edadf..db01e295,mordaceara,1.6048,nuevo_atractor
destrones,extasiarias,5923fcca,5923fcca..8a215675,desvincula,1.7412,nuevo_atractor
tipificais,quilifiques,7ff70172,7ff70172..948649da,encaballando,1.6059,nuevo_atractor
recrean,tranquilabas,698690bf,698690bf..211b3c9f,isogeotermas,1.3428,nuevo_atractor
archivada,apabullais,baca5ac8,baca5ac8..b095c651,brecemos,1.2180,nuevo_atractor
cortaras,atropellaria,a1d8047c,a1d8047c..5d66492a,regularizaramos,1.2138,nuevo_atractor
cubicariais,empiolad,c3fb2e70,c3fb2e70..7c25262f,hidrargiros,0.6260,nuevo_atractor
diariamente,emplumecimos,88dcf969,88dcf969..9d8e7184,esdrujulizada,2.0164,nuevo_atractor
enquillotraria,empuchas,e5216470,e5216470..48db7362,vulgarizais,0.4582,nuevo_atractor
cerdo,maquilleis,9f2ab17c,9f2ab17c..2b192234,retortijaremos,0.9614,nuevo_atractor
obliga,diagramarais,3375d22a,3375d22a..2e2855a5,polvificando,0.7680,nuevo_atractor
precisariamos,correteados,234b5499,234b5499..7a70af10,cavernosa,1.2294,nuevo_atractor
aturdidor,oligofrenica,33dabaad,33dabaad..3688d165,jabalonada,2.2100,nuevo_atractor
aburguesado,hipostatico,36f8f590,36f8f590..f7af4e98,enanzares,0.5337,nuevo_atractor
automovilistico,visaste,a7e66565,a7e66565..febdba8e,acostando,0.6521,nuevo_atractor
jaloneaba,apañases,e56e24db,e56e24db..ab4b9cee,apiñaron,0.4255,nuevo_atractor
decametros,rembolsare,3c2b7e88,3c2b7e88..410d309b,hubieren,1.4783,nuevo_atractor
enmadejasen,alucinariais,e4ce5ae7,e4ce5ae7..9ec61a46,carteleros,0.6730,nuevo_atractor
desparpajando,tangerina,601592d2,601592d2..f543ae8e,escuadronare,1.7175,nuevo_atractor
fingireis,verbeneabas,285093b4,285093b4..69ed15f6,coyundadas,1.6982,nuevo_atractor
encochinamos,ojeteamos,3ca5e2c8,3ca5e2c8..8cf6bf5c,baremo,0.8346,nuevo_atractor
alunarais,estentoreos,d3f21573,d3f21573..f2a81af4,champurreabamos,1.1034,nuevo_atractor
rentabilizad,revolucion,10b0e36a,10b0e36a..9d5633e0,temera,1.6666,nuevo_atractor
despachase,peteneras,d49c65b7,d49c65b7..5acddbce,esdrujulizada,0.5553,nuevo_atractor
disfrutado,envainase,bd8a5cc5,bd8a5cc5..f247a809,cuadriculan,0.9243,nuevo_atractor
zaceosas,creosotaramos,262800e2,262800e2..c114d903,abulon,0.8159,nuevo_atractor
frenetizamos,alisadores,0368362a,0368362a..bad7fd1b,relinchasemos,0.5397,nuevo_atractor
mordaga,vagabundearen,dba882b8,dba882b8..14f6655a,alcireña,0.7631,nuevo_atractor
remediariamos,encompadrases,1b8f3992,1b8f3992..3964344f,alcantarillad,2.0741,nuevo_atractor
encado,craneais,7d684c8a,7d684c8a..91f3a484,descrecerias,1.7051,nuevo_atractor
destinases,enfiebrareis,6cf8a9eb,6cf8a9eb..32af8867,antelacion,0.3021,nuevo_atractor
devociones,bateabamos,e14170ec,e14170ec..71352f21,paganizad,1.2453,nuevo_atractor
endomingaramos,champaron,884c62f9,884c62f9..9ff41c80,entrujaramos,0.6641,nuevo_atractor
pizarrosos,coronad,b954097b,b954097b..8b2748d0,regularizaramos,0.4853,nuevo_atractor
abozo,manlieva,a91ac9e9,a91ac9e9..ca9962cc,titeis,0.5875,nuevo_atractor
maestramente,desensebais,fda125cc,fda125cc..b35882b3,privadas,0.7434,nuevo_atractor
atezaremos,capellina,064c07f0,064c07f0..428273b9,remabais,0.6499,nuevo_atractor
crinares,maduraran,75716c57,75716c57..4518dbe1,engruesas,1.4032,nuevo_atractor
ciguates,mascullareis,db853825,db853825..d669b32b,irrespeto,0.9297,nuevo_atractor
espiritemos,automedica,2522b3c6,2522b3c6..33810113,empaquen,0.7063,nuevo_atractor
cenegaban,emparraramos,bc520403,bc520403..2e507cfa,barateen,0.6711,nuevo_atractor
viatiques,emplastando,e598f0ad,e598f0ad..96359dbd,colicueciera,0.8549,nuevo_atractor
trasdosaron,maria,940571c0,940571c0..d8904a6c,arepitas,0.5785,nuevo_atractor
enjuagaron,enfrentaban,bdca03d1,bdca03d1..8b6752ab,arepitas,1.0216,nuevo_atractor
captiverio,petateemos,c63709d4,c63709d4..c1e865d7,extemporales,1.1229,nuevo_atractor
dentaren,alcatraces,31208322,31208322..9479ea06,anticatodo,1.3220,nuevo_atractor
reenviaste,tunjano,a41f4d81,a41f4d81..491f363d,restablecere,0.7573,nuevo_atractor
virginiano,cotilleareis,addd96c5,addd96c5..05bcbb2e,bizqueado,0.8531,nuevo_atractor
quilificasen,escobes,3d32d9f3,3d32d9f3..ef2b62d7,suscribid,1.1322,nuevo_atractor
entroneran,desflemen,0d2122dd,0d2122dd..6fcf6d76,epitomadora,0.6642,nuevo_atractor
boquihundidos,extorsionasemos,5d35a86e,5d35a86e..2ca1ea6b,secrestador,1.4181,nuevo_atractor
paleteado,rondinearon,4c85a04d,4c85a04d..61d0d2af,isogeotermas,0.9517,nuevo_atractor
cautivasteis,arrancadero,74a626a1,74a626a1..5c18a1b5,enseraseis,1.1572,nuevo_atractor
defeccionaseis,remilgariais,0ffe3db9,0ffe3db9..adb66fc8,albuminariais,1.7253,nuevo_atractor
respetado,entredirian,afc91838,afc91838..5ceedb08,retortijaremos,1.3127,nuevo_atractor
etimologizo,amorilla,8d6b350f,8d6b350f..576ad24a,esfuminen,0.5837,nuevo_atractor
metera,ignitos,fcda811b,fcda811b..ed847701,deszocare,1.0468,nuevo_atractor
roldeis,vitaminicas,e277aad3,e277aad3..0bbe88b3,amordazaremos,0.8678,nuevo_atractor
expropiais,percataste,172590b0,172590b0..f40595e0,cobrados,0.3502,nuevo_atractor
pobladores,anoticiaren,5718aa9e,5718aa9e..a0b59c84,restablecere,0.5609,nuevo_atractor
tecnificasemos,bandeamos,c1c44741,c1c44741..39ecc3ad,friccionare,1.7131,nuevo_atractor
conllora,chiroteabais,f8c18f18,f8c18f18..5070d7a3,concomiesen,0.9868,nuevo_atractor
destaconareis,porracear,944ce501,944ce501..91febbdb,categorizareis,0.7440,nuevo_atractor
disolvieseis,tributan,e581cdd0,e581cdd0..7ba8fb5f,narro,1.1486,nuevo_atractor
sanavironas,gama,5646f948,5646f948..d1be208a,celemineaseis,1.2694,nuevo_atractor
zascandileasen,infirmamos,5df56c0e,5df56c0e..ff2dcd15,aconteceres,0.9106,nuevo_atractor
temosos,eficacidades,22b1326f,22b1326f..4949d90c,eucariotas,1.1629,nuevo_atractor
serruchais,conectareis,3a396992,3a396992..eb6faabc,engredaren,0.7788,nuevo_atractor
florecere,poetizadas,975ac6c9,975ac6c9..3a2cbe3f,incontroladas,1.3519,nuevo_atractor
hampa,ochavasteis,aa5fc33b,aa5fc33b..de85edcd,albacoras,1.5495,nuevo_atractor
lacia,desmovilizabais,2dd8eb7c,2dd8eb7c..6ae63f0f,amordazaremos,1.4472,nuevo_atractor
amedrantamos,calosfrias,3b286981,3b286981..2fa9c213,enervados,0.7807,nuevo_atractor
retardase,escaliva,056e1df5,056e1df5..8e4a57bd,desflecabas,0.7990,nuevo_atractor
sanguijolero,desnarigarias,04e40255,04e40255..ea1ba095,chotacabras,1.7499,nuevo_atractor
portaron,resalgas,e8caff26,e8caff26..3288c137,despidieron,1.1287,nuevo_atractor
entornases,paleontologica,c0434181,c0434181..b6e0c17b,decomisasemos,1.1027,nuevo_atractor
providencieis,dimimos,4dad9de5,4dad9de5..5ec4bb2a,disformaba,1.0490,nuevo_atractor
esclafara,donoso,ca3dca28,ca3dca28..9de68072,exorarian,1.1090,nuevo_atractor
choclariais,mordicantes,ca17aee7,ca17aee7..ae00065c,valsando,0.8784,nuevo_atractor
alabean,desdeñaras,5f055f26,5f055f26..08ceb275,paganizad,0.7377,nuevo_atractor
pichangueabais,descolabais,cfa13c23,cfa13c23..f1f5c57d,adjudicas,0.7018,nuevo_atractor
roro,agringabas,d2359900,d2359900..5611a39c,reenviais,0.7144,nuevo_atractor
volemos,esparvaren,99fe98f1,99fe98f1..f63d0988,contentura,1.6433,nuevo_atractor
desfijaban,sulfurariais,873fafc3,873fafc3..0e0497c1,entolados,0.5587,nuevo_atractor
racanearais,desentoldaban,9886bb54,9886bb54..a9a5d758,paporreteamos,0.7842,nuevo_atractor
vacilaremos,aboyemos,222b6a9d,222b6a9d..18d0a02f,isogeotermas,0.5327,nuevo_atractor
tarjamos,mimbrais,6889de9b,6889de9b..265ccb1f,alebrestasteis,1.0596,nuevo_atractor
rabieis,desamurar,49bcc3d3,49bcc3d3..281e468f,perfundian,1.0420,nuevo_atractor
varicosa,embicados,481918d7,481918d7..5bb0e2d5,engredaren,1.3979,nuevo_atractor
misera,acocees,bc1231e6,bc1231e6..2e82f13a,aguitarias,1.5919,nuevo_atractor
fletaban,enmollecido,f21806c8,f21806c8..24afaeeb,afeminad,1.1213,nuevo_atractor
rebrincad,buenazos,7ad2effb,7ad2effb..49cdc948,antelacion,1.9835,nuevo_atractor
achichinarais,displacemos,baef3ada,baef3ada..576a27b7,chotacabras,0.7213,nuevo_atractor
descapoto,desparpajasemos,19c0f9e7,19c0f9e7..28e30fd9,alebresteis,1.4863,nuevo_atractor
lebrunas,minusvalorando,68d0b2de,68d0b2de..8539fefa,chucanas,0.9130,nuevo_atractor
estarciendo,mazorqueasen,65d522af,65d522af..5b29f573,desarraigueis,2.3682,nuevo_atractor
encorachaban,sexase,aa0a4946,aa0a4946..aed50975,cedaceaban,0.6945,nuevo_atractor
sancionarian,postremero,ca9ccf7a,ca9ccf7a..694d18d5,botaneares,0.9866,nuevo_atractor
encachais,borrajear,30dbc9a0,30dbc9a0..7557bb9f,engredaren,1.5088,nuevo_atractor
arreciare,chapisteariais,5f7e4518,5f7e4518..5a216bcc,arepitas,1.6238,nuevo_atractor
justezas,aplebeyaste,1128d141,1128d141..f77e7ecf,diatopicos,0.7164,nuevo_atractor
colicuecieseis,tetadas,e07f554c,e07f554c..e64a4919,embotijasteis,0.6145,nuevo_atractor
lavadientes,ralvan,e239fe46,e239fe46..63546309,atauques,0.4314,nuevo_atractor
apolleremos,aconsejabais,6a72c26b,6a72c26b..7474ce32,descepares,0.6212,nuevo_atractor
lenificabais,disgusten,bb4c4d0f,bb4c4d0f..efa66189,sobijasemos,0.5116,nuevo_atractor
gramaticalizaba,resondrareis,1fea978d,1fea978d..a621e370,aspaventa,1.1387,nuevo_atractor
enlistonamos,atrancaron,5365cd66,5365cd66..d8896a7e,avetada,0.6333,nuevo_atractor
enemistabais,aleudabais,1a7ad4c3,1a7ad4c3..fe20c243,baldosada,1.7865,nuevo_atractor
victorear,subalternaremos,ca1e8ca9,ca1e8ca9..efe483ee,malvezar,0.8074,nuevo_atractor
navaja,relacionabais,7dcd0c58,7dcd0c58..6baf8c70,baldosada,1.6268,nuevo_atractor
lanzados,anana,32f0b26a,32f0b26a..2146d122,cutusa,0.6448,nuevo_atractor
asomaba,paseras,a4229311,a4229311..3cf18e79,contramallemos,0.7356,nuevo_atractor
ruinareis,egipcias,0f12b43e,0f12b43e..05af3785,currican,0.5956,nuevo_atractor
trafulcarais,sedentarizarais,f1f30b42,f1f30b42..ba47d283,batieran,2.2236,nuevo_atractor
rumien,volvedor,4847a783,4847a783..de77bb3b,agalerados,1.0182,nuevo_atractor
casticidad,destrences,bebb0284,bebb0284..8ad3b6bf,farmacologia,1.7639,nuevo_atractor
poblabas,trufasen,376bfb49,376bfb49..6e0253d3,fosforita,1.1635,nuevo_atractor
nidificarais,perenquen,df10c5a6,df10c5a6..d4a38bfd,encizañaron,1.4252,nuevo_atractor
estambrasemos,colimaria,191e57f9,191e57f9..233813c5,aconteceres,0.4758,nuevo_atractor
realquilando,desesperanzan,4443767b,4443767b..9a7336ac,enladrillaran,2.0275,nuevo_atractor
curazaos,aturdiriais,922cb687,922cb687..710b7f41,gongorizases,0.7134,nuevo_atractor
choclen,derivadas,ed0d9320,ed0d9320..6d20142d,tapiar,1.2506,nuevo_atractor
esturaramos,pruinas,88bdacef,88bdacef..e2873078,antelacion,0.4215,nuevo_atractor
bolle,cuadrara,4f7d3216,4f7d3216..950be1f8,sobijasemos,0.5359,nuevo_atractor
bravosos,taranteras,e2701625,e2701625..363e90b9,cobrados,0.7968,nuevo_atractor
desjarretaras,traqueteado,54191647,54191647..c3612494,contramallemos,1.2640,nuevo_atractor
equivocais,abaleadoras,475cba2c,475cba2c..f8cc8c89,contramallemos,1.2592,nuevo_atractor
desafortunado,ventajeaba,e80fdb34,e80fdb34..38127cc4,denigres,1.7408,nuevo_atractor
atoraran,encovaran,1a9c4bf3,1a9c4bf3..d9a5ccb2,solventan,0.6123,nuevo_atractor
extendieres,rebitasemos,fce7de2b,fce7de2b..53675aa8,cobrados,0.7474,nuevo_atractor
circunvalas,militaricemos,7a514482,7a514482..8fa8d176,amordazaremos,2.0462,nuevo_atractor
gañotudos,chilera,77ef705d,77ef705d..845a5f3c,controvirtio,1.2978,nuevo_atractor
llaneza,caucionabais,1c5f11cc,1c5f11cc..3725eee5,batieran,1.3218,nuevo_atractor
grullos,herrumbrosos,40688a98,40688a98..1894cd68,deleznara,1.1973,nuevo_atractor
farmaceuticas,mangonearen,0384f9cc,0384f9cc..215933e0,temera,0.8150,nuevo_atractor
litica,alunaramos,3bde9727,3bde9727..851cc727,descervigar,1.7899,nuevo_atractor
coquee,detraeras,6d41b776,6d41b776..19de823a,trompetearia,0.9627,nuevo_atractor
amunicionamos,recogimiento,ac6a51cb,ac6a51cb..c73eea10,trociscasen,0.3983,nuevo_atractor
capotearamos,rotuladoras,427bb9e6,427bb9e6..863b6725,desaprensarian,0.6499,nuevo_atractor
calavereamos,detraje,231eb1f4,231eb1f4..bbdffb71,encodillares,1.3082,nuevo_atractor
enalteceras,cenicerenses,f641687b,f641687b..d01e4021,habrias,0.5259,nuevo_atractor
apresareis,matrimoniares,fd8f5513,fd8f5513..05ee427d,confiabilidad,0.8374,nuevo_atractor
incompasiva,repacieren,8c35f6f1,8c35f6f1..94164a14,avetada,0.6831,nuevo_atractor
divergen,desenvergaras,63803ebd,63803ebd..fdbdc848,mujereabas,0.7181,nuevo_atractor
resobe,antiquisima,dc52ca70,dc52ca70..3785463b,enresmaste,1.0304,nuevo_atractor
cebollada,mostremos,2f3178ce,2f3178ce..ea5685fb,escabrosea,1.1407,nuevo_atractor
disgustareis,escruteis,77492d16,77492d16..9ba0a728,entierras,0.8165,nuevo_atractor
contrarreplica,deposites,c05abf14,c05abf14..c3949610,abominais,0.8948,nuevo_atractor
chingolearen,ayudas,dd0a9012,dd0a9012..f53b6888,supresiones,0.6374,nuevo_atractor
roboraba,criaste,6492a34f,6492a34f..b6290f88,reprehendeis,0.6782,nuevo_atractor
remunereis,catapultare,789c8c07,789c8c07..24ba9f55,paporreteamos,1.6665,nuevo_atractor
perturbaban,desproveido,8bfad5a2,8bfad5a2..efd1c20f,acensuaran,1.0663,nuevo_atractor
recorvado,ablentabas,7e289e75,7e289e75..330a2558,tiroteares,0.9770,nuevo_atractor
conspirabas,incumbiremos,64fd73cb,64fd73cb..d470f4ed,avetada,0.4906,nuevo_atractor
desude,acomodaseis,296c35bf,296c35bf..9a1cb95b,reconfortases,0.7115,nuevo_atractor
cogechad,trajelarais,8348b7b8,8348b7b8..9ce2cbaa,celemineaseis,2.0000,nuevo_atractor
caravelino,cinchoneas,9c0512dd,9c0512dd..0c687f3c,enrielaseis,0.7098,nuevo_atractor
relincharian,adrezariais,76b163c9,76b163c9..0aaf9c29,empaquen,1.4210,nuevo_atractor
buscaramos,sinceran,fc15a64a,fc15a64a..0051b024,laringoscopias,1.0675,nuevo_atractor
entremetida,irreprimibles,af448386,af448386..95a07d3e,gencianaceo,1.6955,nuevo_atractor
peineras,debatiais,c6eafcd1,c6eafcd1..df3f18d3,baremo,1.7615,nuevo_atractor
nitrobencina,denostaria,a94e49de,a94e49de..2c247996,desrengaste,0.8326,nuevo_atractor
lagrimeareis,desatolondra,aaa0df0f,aaa0df0f..86792d94,coexistan,0.6552,nuevo_atractor
alfarrazarias,calares,22e85f5b,22e85f5b..28c4d942,guajes,0.9103,nuevo_atractor
canaladas,encargabais,0a221d00,0a221d00..e76806b1,mordaceara,0.8524,nuevo_atractor
descorridos,despotricares,1b2ecb8a,1b2ecb8a..4ecd754f,asareasemos,0.9230,nuevo_atractor
anudar,inculcare,a0c559da,a0c559da..26f59125,chismoseare,1.0463,nuevo_atractor
posariais,rediezmariais,2398e77a,2398e77a..ec0996a4,alcohometria,0.7777,nuevo_atractor
adobe,cazaras,0cbea445,0cbea445..112fb21a,infartaren,0.6875,nuevo_atractor
despareceran,divisare,707013c8,707013c8..389e7084,escolasteis,0.7227,nuevo_atractor
reprimieramos,embarbillad,7ae76943,7ae76943..3b33f9cd,faltase,1.1083,nuevo_atractor
vandalajes,engrupieses,dfbee4cb,dfbee4cb..0f804284,mendigasen,2.1403,nuevo_atractor
tangues,repletaban,630f9279,630f9279..4c8bbf6e,sultanicas,0.5599,nuevo_atractor
involucionareis,tornasole,528e45c5,528e45c5..7b7d4b83,batieran,1.3245,nuevo_atractor
mariologos,mercantiliza,fcaf9786,fcaf9786..eb569c32,preconcebir,1.1997,nuevo_atractor
entarimareis,astillareis,93d62da8,93d62da8..5cac2392,aprestigien,1.8314,nuevo_atractor
malhiramos,manijero,767db835,767db835..34bb3035,sifilograficos,1.0286,nuevo_atractor
atrapad,seor,47e5893c,47e5893c..a565a583,desenlodaren,1.0032,nuevo_atractor
caleteado,desengraparen,747851ec,747851ec..1cb92ccb,desbasta,1.1028,nuevo_atractor
deslie,polleros,326e4b03,326e4b03..8d577666,barroquizantes,1.1552,nuevo_atractor
entandado,algaido,cbc44191,cbc44191..357c9f82,secad,0.7988,nuevo_atractor
pollease,panificabamos,d165d0a5,d165d0a5..6496d335,suplantes,0.5996,nuevo_atractor
pulseara,desatora,62279440,62279440..d36c045e,mordaceara,0.6629,nuevo_atractor
sanjuaneado,tizonearemos,eb13dde0,eb13dde0..843f8328,engruesas,1.8272,nuevo_atractor
embarrilador,transparentadas,5111602a,5111602a..562ae53a,acentuarais,1.1514,nuevo_atractor
encortinariamos,esponjoso,d0faf18c,d0faf18c..302b9ad1,alebrestasteis,0.9909,nuevo_atractor
escamoneaseis,retraeriais,78c56085,78c56085..771650e3,anticatodo,0.7044,nuevo_atractor
mezcaleabais,atafarra,567e9e79,567e9e79..81c8b44f,pizcasemos,1.2726,nuevo_atractor
procuraria,desratizo,887fa860,887fa860..f656b18a,farmacologia,0.9795,nuevo_atractor
descolada,garriamos,133893b3,133893b3..2226e663,adonizais,0.3842,nuevo_atractor
superentienda,prescribias,c3a83a9c,c3a83a9c..8223289c,engruesas,0.6806,nuevo_atractor
repaceremos,boyunos,4e057285,4e057285..e5da9bfd,desavinieseis,0.5924,nuevo_atractor
amarizarias,quitarais,54a21020,54a21020..d925fb54,debrocaron,1.0448,nuevo_atractor
floreciera,solevantemos,aa7bc1c3,aa7bc1c3..0d0dfe97,currican,0.6361,nuevo_atractor
entrometia,escamujaron,dc89cbd4,dc89cbd4..745194c8,talamite,0.8829,nuevo_atractor
trasformacion,parearon,93a7332e,93a7332e..3eaf3253,espumeado,0.6348,nuevo_atractor
imanadores,yodurabais,7318239a,7318239a..02b36f94,titeis,1.1328,nuevo_atractor
lagrimado,ajumes,70ee93eb,70ee93eb..64fca45c,asareasemos,0.5518,nuevo_atractor
pudelemos,rescindiendo,a6c742c3,a6c742c3..53e6d164,paganizad,0.8110,nuevo_atractor
encarnecieremos,descalzadas,fea405ce,fea405ce..e905e827,amordazaremos,0.8367,nuevo_atractor
pistojo,denunciases,1808a806,1808a806..383b494f,flacuchentas,1.2506,nuevo_atractor
desfrunciais,aspereara,9167944d,9167944d..4787c6b1,extemporales,0.7336,nuevo_atractor
telilla,desguazabamos,60da153f,60da153f..bd1cebf3,agalerados,1.0812,nuevo_atractor
cordelara,fustigador,3af544ac,3af544ac..03f79c8b,ejabririan,0.9882,nuevo_atractor
corresponderas,cimbreantes,3a00d9fd,3a00d9fd..b5d11eb9,vulgarizais,0.5057,nuevo_atractor
almofares,tol,40776d16,40776d16..56114a19,descarbonatare,0.5623,nuevo_atractor
picoteros,valleinclanesco,c511c0e9,c511c0e9..d58153e1,valsando,0.9264,nuevo_atractor
manjolemos,despachurro,78cab482,78cab482..05ce5d2d,desarraigueis,1.1713,nuevo_atractor
