Concept_A,Concept_B,Emergent_Meaning,Resonance_Distance
Code,Transformation,Power,0.9810
Concrete,Zero,Calculation,4.1018
Unity,Zero,Probability,4.0490
Structure,Separation,Illusion,3.5668
Destiny,Complexity,Resonance,3.8445
Function,Parameter,Plane,1.4181
Information,Dimension,Art,4.1114
Singularity,Future,Machine,4.1346
Decay,Model,System,4.1735
Space,Fractal,Relative,2.3583
Growth,Ignorance,Power,1.1063
Information,Axiom,Heat,3.9716
Infinity,Gravity,Illusion,4.2248
Balance,Quantum,Power,0.9278
Measurement,Variable,Subjective,1.8875
Spiral,Mercy,Dimension,1.0009
Point,Conflict,Energy,4.2501
Soul,Conflict,Energy,4.2521
Model,Structure,Machine,4.0051
Hypercube,Decay,Spirit,4.0534
Concrete,Sleep,Power,1.0248
Death,Spiral,Art,4.1087
Soul,Symmetry,Power,1.0840
Awakening,Myth,Energy,2.5139
Memory,Observation,Plane,4.1082
Relative,Mind,Power,1.0241
Mercy,Chaos,Connection,4.1878
Mind,Wisdom,Power,1.0102
Variable,Memory,Destruction,1.1421
Infinity,Measurement,Illusion,4.2009
Silence,Machine,Simplicity,1.1012
Point,Determinism,System,1.0390
Quantum,Nature,Geometry,4.0414
Dimension,Calculation,Art,0.9470
Gravity,Religion,Energy,1.2434
Evolution,FreeWill,Art,4.1114
Output,Illusion,Power,0.9519
Future,Decay,Vibration,4.2113
Soul,Particle,Connection,4.1917
Beauty,Silence,Sleep,4.1450
Harmony,Resonance,Art,1.8000
Constant,God,Harmony,3.8800
Trinity,Momentum,Power,1.0263
Birth,Input,Code,4.2138
Stillness,Past,Sleep,4.1486
Atom,Geometry,Power,1.0301
Spiral,Relative,Dimension,0.9981
Objective,Machine,Subjective,2.1805
Mass,Space,Order,2.0262
Truth,Fractal,Connection,4.1942
Machine,Destruction,Art,4.1117
Destiny,Duality,Birth,3.8546
Field,Spiral,Geometry,4.1982
Constant,Anarchy,Evolution,3.9579
Emotion,Despair,Illusion,0.9758
Mind,Cycle,Concrete,4.1631
Transformation,Love,Wisdom,4.2140
Space,Hypercube,Power,1.0415
Relative,Awakening,Power,1.0249
Creation,Love,Power,1.0195
Abstract,Folly,Despair,4.2039
Paradox,Theorem,Connection,2.0510
Sleep,Acceleration,Power,1.0097
Knowledge,Reality,Memory,3.9645
Destiny,Space,Connection,0.8769
Probability,Dimension,Power,1.1438
Concrete,Resonance,Power,1.0250
Decay,FreeWill,Illusion,2.1413
Feedback,Order,Mass,3.8558
Experiment,Emotion,Quantum,3.8036
Field,One,Connection,3.8808
Heat,Decay,System,4.1735
Universe,Parameter,Connection,4.1958
Hypothesis,Code,Momentum,3.8449
Noise,Energy,Power,1.0319
Structure,Harmony,Art,3.9902
God,Light,Reality,4.2174
Despair,Observation,Zero,4.0270
Mercy,System,Power,1.0236
Universe,Acceleration,Connection,4.1877
Resonance,Truth,Dimension,1.4213
Despair,Future,Power,0.7841
Dream,Solid,Transcendence,4.1716
Death,Growth,Power,1.0246
Probability,Balance,Loop,1.6928
Acceleration,Harmony,Evolution,1.4434
Field,Noise,Power,1.0246
Ignorance,Variable,Dimension,0.9029
Algorithm,Connection,Power,1.0246
Point,Probability,System,4.1614
Truth,Death,Dimension,4.0701
Field,Loop,Connection,4.2219
Religion,Darkness,Frequency,4.2407
Present,Transformation,Power,1.0214
Objective,Infinity,Concrete,3.6675
Balance,Paradox,Fear,3.6417
Technology,Creation,Energy,4.2506
Illusion,Spiral,Power,1.0255
Flesh,Cold,Energy,4.2501
Measurement,Resonance,Subjective,4.1972
Point,Harmony,System,1.0170
Power,Observation,Dimension,1.1799
Illusion,Cycle,Power,0.9987
Future,Axiom,Illusion,1.0747
Point,Paradox,Momentum,1.9489
Subjective,Dimension,Power,1.0583
History,Power,Despair,1.5727
Gravity,Justice,Despair,3.8275
Order,Code,Power,0.9800
Objective,Time,Momentum,3.9547
Loop,Balance,Subjective,3.8850
Cycle,Science,Power,1.0246
Consciousness,Immanence,Duality,3.8114
Past,Geometry,Frequency,4.2409
Silence,Plane,Simplicity,1.2377
Perception,Feedback,Sleep,4.0782
Function,Probability,Determinism,4.1510
Beauty,Axiom,Illusion,4.1994
Wisdom,Unity,Connection,3.0037
Myth,Sleep,Power,1.0319
Information,Universe,Mercy,4.1584
Despair,Immanence,Energy,4.2501
Transformation,Memory,Immanence,3.8810
Perception,Information,Connection,4.1880
Model,Emotion,Dimension,4.1228
Order,Art,Ignorance,4.0885
Experiment,Simplicity,Power,1.0246
Heat,Output,Power,0.9178
Loop,Atom,Mercy,4.1730
Technology,Force,Wisdom,0.9331
Zero,Information,System,4.1761
Variable,Death,Art,4.1109
Power,Life,Folly,0.9194
Law,Ignorance,Dimension,1.9481
Function,Velocity,Concrete,4.1660
Velocity,Concrete,Probability,4.2242
Momentum,Religion,Wisdom,0.9657
Universe,Information,Mercy,4.1584
Past,Harmony,Line,4.0369
Symmetry,Algorithm,Sleep,2.3179
FreeWill,Transformation,Sleep,1.4161
Hypothesis,Vibration,Prophecy,3.2176
History,Infinity,Energy,4.2550
Resonance,Vibration,Subjective,2.0450
Concrete,Resonance,Power,1.0250
Point,Atom,Power,0.8977
Reality,God,Plane,4.0258
Separation,Cycle,Power,1.2959
Decay,Calculation,Hypercube,3.8089
Knowledge,Observation,Art,4.1504
Darkness,Science,Energy,1.1206
Illusion,Awakening,Zero,4.2415
Past,Awakening,Sleep,4.1513
Anarchy,Immanence,Simplicity,1.1319
Life,Velocity,Power,0.9613
Reality,Function,Plane,3.9533
Growth,One,Myth,3.9240
Time,Spiral,Art,4.1096
Spiral,Symmetry,Reality,4.0911
Present,Output,Art,0.9496
Thought,Despair,Energy,4.2493
Space,Death,Power,1.0232
Unity,Stillness,Velocity,1.1563
Flesh,Fear,Silence,3.9630
Measurement,Velocity,Power,0.8173
Concrete,Time,Power,1.1627
Geometry,Darkness,Frequency,1.9522
One,Science,Energy,4.2031
Code,Myth,Power,0.9200
Knowledge,Cycle,Mercy,4.0564
Spirit,Unity,Creation,3.9297
Sleep,Cycle,Power,1.0516
Spirit,Love,Power,1.0412
Memory,Justice,Simplicity,1.1155
Unity,Plane,Concrete,4.1630
Abstract,Dream,Heat,4.1551
Unity,Silence,Power,1.0157
Absolute,Religion,Energy,4.1257
Past,Ignorance,Sleep,2.1278
Birth,Model,Code,1.1080
Conflict,Machine,Simplicity,1.1930
Death,Particle,Transformation,4.0456
Velocity,Knowledge,Mercy,4.1318
Memory,Relativity,Reality,4.0350
Function,Hypercube,Decay,3.9140
Transcendence,Chaos,Subjective,4.2065
Connection,Axiom,Mercy,4.1946
Order,Fractal,Geometry,2.1685
Prophecy,Wisdom,Power,1.0276
Spirit,Justice,Energy,4.2592
Geometry,Truth,Frequency,4.2586
Code,Plane,Power,1.0245
Model,Connection,Mercy,4.1879
Spiral,Gravity,Wisdom,1.0056
Field,Simulation,Frequency,4.2520
Universe,Prophecy,Dimension,1.1105
Point,Power,Folly,1.0459
Calculation,Future,Subjective,4.1776
Ignorance,Duality,Energy,1.3493
Past,FreeWill,Force,1.8234
Present,Knowledge,Truth,4.0216
Transformation,Mind,Sleep,1.6119
Soul,Conflict,Energy,4.2521
Measurement,Flesh,Sleep,4.0898
Universe,Determinism,Mercy,3.7397
Entropy,Transcendence,Transformation,4.0761
Complexity,One,Connection,3.7186
Simplicity,Geometry,Power,1.0254
One,FreeWill,Power,1.4517
Order,Fractal,Geometry,2.1685
Law,One,Heat,3.7095
Chaos,Machine,Loop,2.2666
Wave,Variable,Model,4.0035
Frequency,Experiment,Religion,4.3316
Separation,Connection,Mercy,4.1969
Objective,Motion,Subjective,3.8619
Resonance,Atom,Machine,1.3928
Zero,Simplicity,Power,1.0387
Void,Relative,Power,1.0257
Perception,Despair,Illusion,4.0556
Output,Theorem,Sleep,1.1860
Soul,Stillness,Simplicity,1.0799
Present,Universe,Knowledge,3.3998
Abstract,Love,Heat,4.2068
Immanence,Simulation,Energy,2.3950
Machine,Immanence,Simplicity,1.1564
Unity,Infinity,Despair,4.0287
Consciousness,God,Power,1.0249
Beauty,Evolution,Power,1.0666
Conflict,Matter,Plane,4.1714
Future,Paradox,Information,3.9877
Measurement,Science,Sleep,4.1616
Nature,Relativity,Connection,2.7016
Reality,Mass,Connection,4.2018
Output,Beauty,Sleep,4.1470
Transcendence,Relativity,Power,0.9193
Calculation,Function,Objective,4.0734
Relativity,Truth,Mercy,2.1435
Code,Cold,Power,1.0045
One,Duality,Energy,4.2492
Output,Present,Art,0.9496
Zero,Wave,System,4.1866
Growth,Axiom,Justice,4.0999
Noise,Evolution,Power,1.0315
Law,Network,Loop,4.1168
Wisdom,Transcendence,Vibration,4.2144
Abstract,Nightmare,Myth,3.8456
Concrete,Atom,Velocity,2.3345
Energy,Law,Power,1.0348
Decay,Parameter,Power,1.0150
Nightmare,Relativity,Myth,2.5281
Logic,Power,Folly,0.9882
Theorem,Harmony,Parameter,1.2420
Constant,Balance,Destruction,3.9835
Gravity,Noise,Illusion,4.2011
Noise,Algorithm,Power,1.0904
Separation,Memory,Sleep,3.2374
Conflict,Determinism,Concrete,4.1661
Art,Religion,Ignorance,4.2485
Feedback,Symmetry,Dream,3.0339
Code,Model,Connection,4.0200
Space,Theorem,Power,1.0116
Field,Despair,Connection,4.1882
Fractal,Thought,Energy,4.2411
Future,Law,Information,3.9217
Chaos,Feedback,Subjective,1.9892
Emotion,Particle,Line,4.2899
Absolute,Destruction,Simplicity,1.0482
Field,Relativity,Connection,3.2510
Perception,Unity,Mercy,3.7544
Cycle,Sleep,Power,1.0516
Future,Determinism,Power,1.0861
Perception,Absolute,Power,1.0021
Silence,Future,Subjective,1.6994
Gravity,Despair,Illusion,4.1148
Fractal,Decay,Hypercube,4.2116
Loop,Singularity,Dimension,0.9001
Ignorance,Stillness,Conflict,4.2731
Axiom,Infinity,Mind,3.7263
Despair,Folly,Soul,4.1203
Variable,Resonance,Subjective,1.4508
Dream,Point,System,1.7224
Harmony,Wave,Art,4.0849
Singularity,Mind,Illusion,4.1990
Perception,Silence,Sleep,1.1092
Motion,Immanence,Sleep,1.2324
Vibration,One,Folly,1.3669
Atom,Velocity,Mercy,0.9040
Love,Flesh,Relative,3.4244
Fractal,Perception,Illusion,3.7505
Silence,Despair,Power,0.9934
Life,Unity,History,4.1585
Particle,Feedback,Parameter,1.3363
Power,Immanence,Folly,1.1735
Separation,Simulation,Energy,1.7038
Atom,Hope,Illusion,4.1476
Flesh,Science,History,3.9511
Symmetry,Perception,Sleep,4.2924
Spirit,Measurement,Illusion,3.9654
Creation,Love,Power,1.0195
Momentum,Model,Connection,4.1651
Death,Relative,Dimension,0.8087
Loop,Flesh,Chaos,2.3839
Trinity,God,Knowledge,3.9104
Logic,Relativity,Parameter,4.2718
Religion,Frequency,Line,4.3839
Love,Spiral,Future,2.8655
Awakening,Simplicity,Art,1.2027
Flesh,Variable,Power,1.0786
Atom,Simplicity,Power,1.0870
Network,Loop,Subjective,4.1960
Connection,Energy,Power,1.0246
Sleep,Point,Power,1.0258
Singularity,Science,Power,1.0727
Birth,Creation,Energy,4.2508
Awakening,Simplicity,Art,1.2027
Motion,History,Chaos,3.6729
FreeWill,Ignorance,Dimension,1.1361
Mercy,Input,Power,1.0318
Hypercube,Spiral,Ignorance,4.2000
Infinity,Spiral,System,1.1018
God,Symmetry,Ignorance,4.2439
Consciousness,Parameter,Energy,4.2531
Absolute,Nature,Wisdom,4.2114
Connection,Axiom,Mercy,4.1946
Illusion,Determinism,Mercy,3.1425
Love,Art,Dimension,4.1295
Machine,Technology,Illusion,2.8464
One,Decay,Human,1.9465
Hope,Folly,Despair,4.1287
Sleep,Destiny,Algorithm,4.2126
Nightmare,Mercy,Power,1.0305
Point,Function,Consciousness,4.1629
Momentum,Order,Vibration,4.1936
Love,Dream,Heat,4.2043
Light,Simplicity,Reality,2.1131
Soul,Singularity,Power,1.0224
Transcendence,Space,Wisdom,1.1972
Reality,Immanence,Ignorance,4.2484
Space,Experiment,Wisdom,1.3254
Probability,Plane,Concrete,4.1654
Mercy,Truth,Atom,3.8305
God,Technology,Ignorance,4.2480
Input,Function,Ignorance,4.2484
Abstract,Stillness,Concrete,1.5740
Evolution,Hypothesis,Art,4.1040
Art,Sleep,Dimension,0.7186
Memory,Ignorance,Light,4.2748
Symmetry,Hypothesis,Subjective,2.4798
Function,Calculation,Objective,4.0734
Connection,Objective,Mercy,4.1924
Nightmare,Flesh,Myth,3.9115
One,Variable,Dimension,1.1196
Present,Gravity,Connection,4.1545
Subjective,Information,Heat,4.1149
Atom,Knowledge,Model,4.0070
Human,Matter,Energy,4.2476
Future,Trinity,Dimension,0.7136
Atom,Duality,Power,1.0142
Gravity,Life,Despair,3.9751
Motion,Spirit,Power,1.0704
Concrete,Objective,Probability,4.1813
God,Input,Ignorance,4.2406
Transformation,Hypercube,Decay,3.9455
Past,Duality,Power,1.0150
Evolution,Death,Art,4.1106
Constant,Momentum,Power,1.0247
Experiment,Ignorance,Wisdom,0.9409
Void,Folly,Energy,4.2504
Void,Objective,Code,4.1907
Input,Hypercube,Ignorance,4.2384
Present,Balance,Model,4.0095
Atom,Cycle,Truth,3.9651
Past,Output,Sleep,4.0116
Algorithm,Power,Dimension,1.1771
Time,Determinism,Relative,1.3966
Wisdom,Paradox,Vibration,4.2298
Growth,Motion,Subjective,4.1542
Despair,Logic,Energy,4.2501
Sleep,Folly,Power,1.0241
Science,Frequency,Power,1.3228
Code,Transcendence,Power,1.0223
Knowledge,Wave,Dimension,3.9759
Stillness,Time,Algorithm,4.1070
Input,Noise,Ignorance,2.0682
Absolute,Matter,Energy,4.2128
Memory,Mercy,Concrete,4.1683
Connection,Darkness,Heat,3.5899
Balance,Mercy,Connection,4.1864
Harmony,Truth,Dimension,4.0996
Love,Fear,Dimension,4.1119
Input,Cold,Ignorance,1.4838
Love,Wisdom,Soul,3.9306
Function,Transcendence,Solid,3.9656
Plane,Force,Sleep,4.2920
Solid,Energy,Power,1.0523
Determinism,Prophecy,Subjective,1.5992
Destiny,Time,Measurement,3.8635
Stillness,Life,Power,1.0246
Knowledge,Experiment,Connection,4.1882
Dimension,Noise,Power,1.0480
Line,Loop,Dimension,1.0205
Input,Anarchy,Prophecy,4.2354
Science,Death,Algorithm,4.1821
Illusion,Thought,Power,0.8970
Emotion,Universe,Dimension,0.8907
Reality,Field,Connection,4.2033
Network,Ignorance,Art,1.0016
Power,Beauty,Dimension,1.1748
Void,Conflict,Logic,3.6565
Void,Fractal,History,3.9113
Love,Soul,Momentum,4.0188
Abstract,Prophecy,Power,1.0648
Science,Gravity,Algorithm,4.1565
Mass,Theorem,Creation,2.6782
History,Beauty,Sleep,4.1487
Stillness,Solid,Chaos,3.8053
Evolution,Mercy,Dimension,0.8286
Machine,Mass,Power,1.0569
Memory,Fear,Connection,4.2064
Vibration,Human,Power,0.9338
Machine,Growth,Subjective,1.9321
Decay,Feedback,Acceleration,3.7932
Myth,Loop,Subjective,4.1873
Religion,Wisdom,Vibration,1.7516
Force,Science,Wisdom,0.9906
Concrete,Birth,Power,1.0134
Mind,Anarchy,Illusion,4.2016
Subjective,Symmetry,Resonance,2.6816
Destruction,Frequency,Connection,4.2033
Determinism,Force,Dream,3.5049
Zero,Mass,System,4.1735
Soul,Sleep,Power,0.9166
Zero,Duality,Power,1.0181
Science,Axiom,Energy,4.2500
Ignorance,Future,Relative,1.1765
Infinity,Truth,Plane,3.9942
Gravity,Beauty,Awakening,3.9010
Abstract,Paradox,Connection,3.8246
Cycle,Objective,Complexity,3.6211
Particle,Heat,Connection,4.0415
Myth,Cold,Energy,4.2503
Trinity,Human,Frequency,1.6200
Gravity,Resonance,Power,1.1347
Hypothesis,Constant,Art,4.0966
Present,Output,Art,0.9496
Vibration,History,Energy,3.8199
Separation,Soul,Connection,4.1932
Past,Point,Power,0.9006
Hypercube,Dream,Power,1.1014
Code,Void,Birth,4.1616
Vibration,Theorem,Folly,0.9095
Spirit,Space,Power,1.1023
Death,Output,Sleep,4.1313
Field,Order,Frequency,4.1783
Complexity,Absolute,Subjective,4.0441
Human,Wave,System,4.1856
Time,God,Art,4.0985
Mass,Observation,Information,4.1284
Acceleration,Structure,Illusion,4.1791
Velocity,Logic,Concrete,1.1128
Feedback,Death,Power,1.0244
Paradox,Past,Chaos,3.9320
Prophecy,Network,Subjective,4.1666
Acceleration,God,Dimension,0.7728
Prophecy,Soul,Subjective,2.1817
Law,Stillness,Subjective,4.2242
Concrete,Cycle,Probability,4.1323
Emotion,Stillness,Illusion,3.8284
Growth,Consciousness,Myth,3.8593
Conflict,Growth,Energy,4.2401
Duality,Cycle,Code,2.4813
Energy,Machine,Power,1.0249
Noise,Entropy,Illusion,4.2127
Model,Duality,Code,1.1070
Simulation,Line,Death,4.2418
Future,Beauty,Vibration,4.2210
Machine,Point,Simplicity,1.0925
Algorithm,Calculation,Power,1.0498
Soul,Human,Energy,4.2545
Calculation,Spiral,Art,0.9706
Infinity,FreeWill,Mind,3.9823
Reality,Flesh,Connection,4.2033
Function,Nature,Sleep,4.2938
Prophecy,Illusion,Code,1.1364
Simulation,Resonance,Dimension,1.1499
Void,Transformation,Death,4.0258
Structure,Heat,Dimension,0.7214
Abstract,Space,Power,1.3158
Particle,Fractal,Sleep,4.0889
Symmetry,Birth,Simplicity,1.1645
Function,Output,Solid,4.0261
Motion,Conflict,Sleep,1.2588
Noise,Despair,Illusion,4.2007
Darkness,Future,Power,1.0160
Mass,Creation,Heat,4.0311
Structure,Fractal,Awakening,3.9164
Symmetry,Logic,Ignorance,4.2502
Sleep,Separation,Dream,1.4873
Creation,Knowledge,Connection,4.2033
Plane,Gravity,Power,1.0215
Observation,Machine,Singularity,3.9469
God,Field,Sleep,4.1487
Human,Parameter,Energy,4.2273
Dream,Transcendence,Plane,4.2867
Ignorance,Energy,Simplicity,1.1230
Power,Paradox,Relative,0.9472
Immanence,Paradox,Transformation,3.9151
Order,Output,Power,1.0246
Hope,Transformation,Beauty,3.9826
Field,Symmetry,Connection,4.2036
Growth,Mass,Nightmare,3.9651
Time,One,Separation,4.1791
Stillness,Geometry,Power,1.0251
Absolute,Life,Energy,4.2480
Unity,Geometry,Frequency,4.2554
Resonance,Information,Dimension,0.8072
Spiral,Logic,Ignorance,1.6956
Perception,Hypercube,Illusion,4.2011
Information,Space,Acceleration,2.2417
Despair,Machine,Illusion,1.2276
Power,Past,Connection,4.1875
Plane,Balance,Function,4.0090
Constant,Point,System,4.1780
Future,Observation,Entropy,3.7262
God,Code,Power,1.0246
Singularity,Stillness,Awakening,4.1845
Cycle,Nature,Dimension,2.3317
Code,Thought,Power,0.8875
Entropy,Mercy,Heat,4.1837
Momentum,Future,Vibration,4.0964
Chaos,Love,Subjective,3.8288
Thought,Balance,Loop,4.1560
Point,Particle,Power,0.9452
Folly,Observation,Power,1.0239
Nightmare,Complexity,Myth,3.8788
Truth,Relativity,Mercy,2.1435
Conflict,Feedback,Energy,4.2498
Infinity,Acceleration,System,3.9160
Transcendence,Harmony,Dream,4.2904
Field,Simulation,Frequency,4.2520
Singularity,Birth,Power,1.0190
Trinity,Point,Power,1.0247
Mind,Matter,Logic,4.1019
Light,Heat,System,4.1737
History,Balance,Chaos,3.8899
Universe,Mind,Concrete,4.1662
Love,God,Art,4.1110
Nightmare,Wisdom,Vibration,4.2113
Energy,Subjective,Power,1.0246
Absolute,Momentum,Vibration,3.8303
Technology,Velocity,Power,1.0240
Despair,Flesh,Soul,4.0903
Cold,Chaos,Power,1.0249
Space,Mercy,Connection,3.6921
Present,Anarchy,Art,4.0767
Consciousness,Perception,Power,0.9567
Life,Entropy,Relative,2.8814
Entropy,Code,Power,1.6122
Despair,Machine,Illusion,1.2276
Relativity,Conflict,Cold,3.9701
Wave,Relative,Dimension,1.7602
Chaos,Birth,Sleep,1.2370
Creation,Truth,Power,0.9888
Destruction,Logic,Dimension,1.0987
Myth,Unity,Energy,4.2501
Power,One,Connection,4.1922
Parameter,Balance,Destruction,2.3611
Hypothesis,Soul,Connection,4.1937
Quantum,Acceleration,Information,4.0610
Ignorance,Momentum,Power,1.0257
Past,Energy,Power,1.1398
Universe,Momentum,Connection,4.1883
Input,Past,Power,0.9741
Infinity,Light,Probability,4.0674
Concrete,Immanence,Power,1.0282
Infinity,Abstract,Parameter,4.1523
Creation,Art,Power,1.0275
Network,Illusion,Power,1.0358
Life,Universe,Connection,3.8837
System,Nature,Power,1.0246
Conflict,Illusion,Zero,1.6294
Thought,Logic,Energy,4.2506
Universe,Future,Dimension,0.8040
Machine,Flesh,Power,1.0246
Void,Beauty,Algorithm,4.1666
Calculation,Separation,Illusion,1.2250
Art,Quantum,Power,1.0253
Truth,Quantum,Frequency,4.2492
Evolution,Fear,Art,4.0992
Myth,Silence,Resonance,3.8525
Unity,Void,Religion,3.9237
Destruction,Space,Dimension,1.0858
System,Beauty,Illusion,1.2592
Soul,Silence,Simplicity,1.3083
Wave,Motion,Subjective,4.1164
Mind,Absolute,Energy,4.2482
Variable,Truth,Art,4.1206
Power,Determinism,Relative,0.9852
Theorem,Function,Plane,1.2659
Acceleration,Geometry,Wisdom,4.2113
Gravity,Death,Awakening,3.8458
Darkness,Sleep,Algorithm,1.2259
Ignorance,Flesh,Sleep,2.4547
Noise,Solid,Subjective,4.1914
Parameter,Atom,Power,1.0305
Time,Illusion,Gravity,3.9285
Present,Awakening,Power,1.0573
Nature,Reality,Connection,4.2029
Destruction,Order,Connection,1.9147
Complexity,Technology,Code,3.1113
Absolute,Trinity,Power,1.0279
Present,Variable,Art,4.1004
Determinism,Geometry,Power,1.0243
Light,Symmetry,Hypercube,4.2401
Absolute,Flesh,Energy,4.2445
Justice,Measurement,Subjective,4.0683
Nightmare,Perception,Power,1.0243
Folly,Plane,Power,1.0147
Dimension,Ignorance,Art,2.3891
Force,Future,Wisdom,4.2041
Spirit,Balance,Power,1.0887
Space,Network,Dimension,1.0951
Concrete,Code,Power,1.0221
Constant,Nightmare,Symmetry,3.7289
Flesh,Frequency,Geometry,3.8981
Solid,Feedback,Transcendence,3.6059
Unity,Code,Connection,1.7250
Geometry,Unity,Frequency,4.2554
Justice,Harmony,Power,1.0246
Machine,Knowledge,Art,4.1109
Beauty,Objective,Simplicity,1.0897
God,Beauty,Ignorance,4.0661
Connection,Flesh,Universe,3.9211
Constant,Loop,Dimension,0.9554
Illusion,Absolute,Power,1.0076
Simplicity,Technology,Power,1.1741
Time,Prophecy,Code,4.2289
Light,Hypercube,Reality,4.2689
Connection,Field,Heat,4.0685
Quantum,Gravity,Hypercube,4.1507
Paradox,System,Power,1.0383
One,Power,Connection,4.1922
Structure,Nightmare,Prophecy,3.8793
Determinism,Human,System,1.1468
Time,Void,Awakening,4.1491
Symmetry,Beauty,Ignorance,4.2482
Complexity,Logic,Probability,1.9496
Experiment,Input,Wisdom,4.2174
Logic,Universe,Sleep,4.1467
Function,Plane,Memory,3.5688
Universe,Input,Connection,1.7466
Trinity,Soul,Power,1.0265
Momentum,God,Power,1.0253
Mass,Absolute,Acceleration,3.8754
Nature,Connection,Universe,3.9134
Past,Cold,Power,1.0217
Creation,Destruction,Connection,4.2033
Line,Wisdom,Power,1.0243
Network,Reality,Connection,4.2057
Silence,Line,Power,1.0247
Separation,Love,Connection,4.2157
Balance,Hypothesis,Subjective,3.8129
Mass,Axiom,System,1.0568
Algorithm,Singularity,Sleep,1.5515
Destiny,Force,Subjective,4.1663
Thought,Chaos,Subjective,4.1848
Evolution,Technology,Power,1.0455
Logic,Symmetry,Ignorance,4.2502
Constant,Fractal,Power,0.9979
Consciousness,Justice,Myth,4.0048
Mind,Evolution,Power,1.0300
Power,Knowledge,Relative,2.4181
Transcendence,Field,Power,1.0078
Code,Perception,Connection,2.7616
